	Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	source_dataset	collection	tag
4763	SemiBin_14	46.03	3.29	Neural Network (Specific Model)	11	0.895	4757	265.3296703296703	808302	0.37	910	178	27256		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4764	SemiBin_15	13.52	0.36	Neural Network (Specific Model)	11	0.876	3331	299.6629422718808	549921	0.57	537	157	14909		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4765	SemiBin_17	36.98	0.02	Neural Network (Specific Model)	11	0.915	4017	254.86172006745363	494962	0.37	593	119	11942		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4766	SemiBin_19	36.68	0.0	Neural Network (Specific Model)	11	0.891	3529	240.57055214723923	922620	0.32	1141	253	9866		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4767	SemiBin_2	55.18	8.77	Neural Network (Specific Model)	11	0.823	4206	268.0667427267541	1709904	0.45	1753	403	35177		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4768	SemiBin_20	9.66	0.17	Neural Network (Specific Model)	11	0.797	3966	276.5100502512563	413606	0.44	398	103	13699		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4769	SemiBin_21	6.34	0.0	Neural Network (Specific Model)	11	0.733	3514	254.8143459915612	246828	0.42	237	68	7870		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4770	SemiBin_22	50.69	0.76	Neural Network (Specific Model)	11	0.877	4665	279.5476923076924	1241616	0.34	1300	276	21027		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4771	SemiBin_23	38.71	0.08	Neural Network (Specific Model)	11	0.862	3748	256.9205607476636	955799	0.36	1070	252	8829		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4772	SemiBin_25	22.08	1.93	Neural Network (Specific Model)	11	0.825	3396	266.209705372617	557639	0.45	577	157	13460		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4773	SemiBin_28	21.34	0.0	Neural Network (Specific Model)	11	0.91	3208	267.2676240208877	672914	0.43	766	201	9117		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4774	SemiBin_29	20.41	2.3	Neural Network (Specific Model)	11	0.837	3383	259.7682119205298	561592	0.41	604	157	15919		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4775	SemiBin_3	12.2	0.01	Neural Network (Specific Model)	11	0.852	3208	259.8142857142857	255786	0.31	280	77	7997		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4776	SemiBin_31	52.45	0.25	Neural Network (Specific Model)	11	0.895	5079	267.01919385796543	930857	0.36	1042	201	15736		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4777	SemiBin_35	86.81	0.68	Neural Network (Specific Model)	11	0.893	15902	284.3562945368171	1205076	0.45	1263	113	57250		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4778	SemiBin_37	7.32	0.04	Neural Network (Specific Model)	11	0.802	4581	207.0631970260223	207483	0.35	269	46	11809		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4779	SemiBin_39	12.54	0.13	Neural Network (Specific Model)	11	0.871	3578	270.0940959409594	503468	0.33	542	137	9936		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4780	SemiBin_4	78.68	0.04	Gradient Boost (General Model)	11	0.915	5618	295.21678023850086	2266555	0.42	2348	434	19744		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4781	SemiBin_43	10.47	0.0	Neural Network (Specific Model)	11	0.874	4156	305.3894230769231	217558	0.36	208	52	10786		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4782	SemiBin_44	6.86	0.0	Neural Network (Specific Model)	11	0.854	3356	252.790273556231	291772	0.33	329	85	8539		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4783	SemiBin_5	52.61	6.31	Neural Network (Specific Model)	11	0.841	4605	271.33308931185945	1319816	0.45	1366	294	14156		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4784	SemiBin_55	100.0	0.42	Neural Network (Specific Model)	11	0.858	194137	314.4117478510029	3833123	0.39	3490	34	594787		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4785	SemiBin_56	9.44	0.01	Neural Network (Specific Model)	11	0.901	5883	304.7676767676768	200367	0.35	198	38	15055		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4786	SemiBin_6	31.74	0.66	Neural Network (Specific Model)	11	0.902	4026	290.04102564102567	563627	0.61	585	144	10332		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4787	SemiBin_7	99.97	1.31	Neural Network (Specific Model)	11	0.862	33607	320.90019960079843	2235247	0.34	2004	101	151911		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4788	SemiBin_8	15.7	0.54	Neural Network (Specific Model)	11	0.899	3610	273.51272015655576	465799	0.36	511	130	6815		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4789	SemiBin_90	6.62	0.02	Neural Network (Specific Model)	11	0.872	36036	290.5826446280992	241630	0.35	242	12	49900		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4790	SemiBin_97	5.66	0.03	Neural Network (Specific Model)	11	0.88	5870	247.0176056338028	238288	0.38	284	40	36178		SRR24759597	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4791	SemiBin_0	17.27	0.0	Neural Network (Specific Model)	11	0.81	4073	266.70766129032256	488946	0.45	496	117	14929		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4792	SemiBin_1	66.59	0.27	Gradient Boost (General Model)	11	0.91	4626	284.9587332053743	1953758	0.42	2084	438	13692		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4793	SemiBin_10	56.32	0.89	Neural Network (Specific Model)	11	0.835	6861	284.5402446877012	1585642	0.46	1553	256	30922		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4794	SemiBin_11	37.94	0.02	Neural Network (Specific Model)	11	0.865	3786	258.8689043698544	1414190	0.42	1579	368	9869		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4795	SemiBin_111	5.35	0.06	Neural Network (Specific Model)	11	0.867	11384	243.22426470588235	228324	0.37	272	29	34399		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4796	SemiBin_13	12.26	0.38	Neural Network (Specific Model)	11	0.865	3564	296.4581560283688	723091	0.57	705	197	12550		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4797	SemiBin_14	30.14	0.15	Neural Network (Specific Model)	11	0.845	6385	268.5410138248848	1033170	0.34	1085	180	35967		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4798	SemiBin_145	6.63	0.02	Neural Network (Specific Model)	11	0.863	19636	297.29017857142856	231355	0.35	224	16	113197		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4799	SemiBin_15	28.56	3.02	Neural Network (Specific Model)	11	0.898	3716	300.18333333333334	601359	0.6	600	160	11154		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4800	SemiBin_16	60.55	1.86	Neural Network (Specific Model)	11	0.894	4907	270.14379622021363	1100967	0.36	1217	230	16934		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4801	SemiBin_18	20.48	0.05	Neural Network (Specific Model)	11	0.777	5923	245.5918635170604	721280	0.37	762	133	27101		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4802	SemiBin_19	86.46	0.93	Neural Network (Specific Model)	11	0.906	18874	310.7196787148594	1279780	0.34	1245	96	64643		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4803	SemiBin_2	31.16	0.05	Neural Network (Specific Model)	11	0.834	4045	255.42300884955756	1035417	0.46	1130	258	13889		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4804	SemiBin_20	33.38	0.32	Neural Network (Specific Model)	11	0.9	4849	309.0171232876712	600913	0.36	584	123	17391		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4805	SemiBin_21	58.01	4.02	Neural Network (Specific Model)	11	0.857	4431	275.124547429399	1327169	0.42	1381	305	20378		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4806	SemiBin_22	5.62	0.01	Neural Network (Specific Model)	11	0.721	5643	217.51769911504425	204064	0.29	226	40	12823		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4807	SemiBin_24	52.85	3.55	Neural Network (Specific Model)	11	0.874	5118	275.5404896421846	1504547	0.34	1593	313	16792		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4808	SemiBin_25	22.33	0.27	Neural Network (Specific Model)	11	0.829	5469	285.8704735376045	741865	0.41	718	147	30462		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4809	SemiBin_26	81.01	2.13	Neural Network (Specific Model)	11	0.889	6561	276.0869565217391	2034121	0.38	2185	352	30800		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4810	SemiBin_28	26.47	0.01	Neural Network (Specific Model)	11	0.901	3853	261.54112554112555	602975	0.37	693	153	12782		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4811	SemiBin_3	48.42	16.66	Neural Network (Specific Model)	11	0.803	3502	261.1682156133829	2095399	0.45	2152	575	15747		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4812	SemiBin_31	5.89	0.0	Neural Network (Specific Model)	11	0.893	15059	248.6711409395973	248435	0.39	298	25	35261		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4813	SemiBin_32	7.07	0.02	Neural Network (Specific Model)	11	0.848	9807	235.30078125	424793	0.36	512	56	36178		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4814	SemiBin_33	64.73	5.83	Neural Network (Specific Model)	11	0.855	4941	271.1883780332056	1488868	0.42	1566	315	18301		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4815	SemiBin_36	4.82	0.0	Neural Network (Specific Model)	11	0.838	9537	240.43620178041544	289249	0.48	337	34	62965		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4816	SemiBin_37	42.52	0.2	Neural Network (Specific Model)	11	0.864	5007	280.14517374517374	1257496	0.34	1295	264	17076		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4817	SemiBin_38	55.02	1.64	Neural Network (Specific Model)	11	0.903	4391	266.4256837098692	743272	0.37	841	171	22627		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4818	SemiBin_39	100.0	1.09	Neural Network (Specific Model)	11	0.887	49832	315.4689066270652	5739712	0.55	5387	183	176966		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4819	SemiBin_4	85.02	7.11	Neural Network (Specific Model)	11	0.902	7036	287.5355677154583	1396144	0.37	1462	228	31381		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4820	SemiBin_40	9.63	0.07	Neural Network (Specific Model)	11	0.88	5815	291.19749216300943	316069	0.36	319	61	13555		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4821	SemiBin_43	100.0	0.16	Neural Network (Specific Model)	11	0.861	53399	318.21849529780565	3532656	0.39	3190	115	187436		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4822	SemiBin_44	98.19	3.02	Neural Network (Specific Model)	11	0.864	47949	308.6838372527062	2867060	0.34	2679	85	195581		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4823	SemiBin_45	5.85	0.0	Neural Network (Specific Model)	11	0.835	6695	254.68976897689768	276687	0.35	303	45	51180		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4824	SemiBin_49	20.32	0.63	Neural Network (Specific Model)	11	0.852	4030	266.0792349726776	685098	0.33	732	166	13091		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4825	SemiBin_5	64.85	5.52	Neural Network (Specific Model)	11	0.827	5463	278.73857404021936	1655625	0.45	1641	332	26601		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4826	SemiBin_6	97.45	1.9	Neural Network (Specific Model)	11	0.875	12115	290.9512331838565	5329299	0.59	5352	560	79088		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4827	SemiBin_63	99.99	1.24	Neural Network (Specific Model)	11	0.862	52966	323.99227426364075	2333118	0.34	2071	72	168383		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4828	SemiBin_64	89.08	1.4	Neural Network (Specific Model)	11	0.893	25157	285.3366037735849	1268979	0.45	1325	96	80957		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4829	SemiBin_7	47.46	5.12	Neural Network (Specific Model)	11	0.881	4413	283.18559900682806	1552607	0.34	1611	358	15239		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4830	SemiBin_73	6.62	0.06	Neural Network (Specific Model)	11	0.86	17133	249.76653696498053	446315	0.49	514	39	55419		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4831	SemiBin_8	69.25	2.37	Neural Network (Specific Model)	11	0.868	5967	274.7033315705976	1793566	0.35	1891	331	30259		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4832	SemiBin_81	10.34	0.09	Neural Network (Specific Model)	11	0.865	7169	267.1862527716186	417176	0.52	451	68	19904		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4833	SemiBin_9	25.23	0.04	Neural Network (Specific Model)	11	0.797	3286	251.0484210526316	448256	0.39	475	131	6680		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4834	SemiBin_97	10.32	0.02	Neural Network (Specific Model)	11	0.866	9951	251.243670886076	274246	0.38	316	35	80687		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4835	SemiBin_98	7.21	0.08	Neural Network (Specific Model)	11	0.764	126331	298.85280373831773	497791	0.51	428	9	239878		SRR24759598	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4836	SemiBin_0	33.09	0.0	Neural Network (Specific Model)	11	0.816	5329	277.3829787234043	813401	0.45	799	165	23090		SRR24759599	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4837	SemiBin_1	62.02	12.14	Neural Network (Specific Model)	11	0.824	5079	277.3632361034673	1831587	0.45	1817	372	25037		SRR24759599	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4838	SemiBin_100	13.31	0.0	Neural Network (Specific Model)	11	0.881	3225	241.6188118811881	331634	0.32	404	101	8980		SRR24759599	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4839	SemiBin_11	17.4	0.69	Neural Network (Specific Model)	11	0.892	3871	311.90909090909093	518664	0.61	495	133	24806		SRR24759599	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4840	SemiBin_117	6.87	0.03	Neural Network (Specific Model)	11	0.814	4713	217.55806451612904	247749	0.38	310	55	12357		SRR24759599	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4841	SemiBin_119	88.69	0.36	Neural Network (Specific Model)	11	0.895	22360	287.55295068714634	1191000	0.45	1237	84	81905		SRR24759599	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4842	SemiBin_12	25.07	0.56	Neural Network (Specific Model)	11	0.848	4952	270.88832487309645	753943	0.33	788	161	18360		SRR24759599	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4843	SemiBin_13	20.0	0.08	Neural Network (Specific Model)	11	0.799	3714	255.79878971255675	633363	0.45	661	170	11021		SRR24759599	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4844	SemiBin_135	8.32	0.2	Neural Network (Specific Model)	11	0.792	39908	285.95454545454544	519746	0.5	484	27	65731		SRR24759599	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4845	SemiBin_15	27.1	0.43	Neural Network (Specific Model)	11	0.883	3712	252.3905996758509	527692	0.36	617	134	13771		SRR24759599	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4846	SemiBin_18	55.65	6.54	Neural Network (Specific Model)	11	0.867	4117	268.5269620928991	1737556	0.34	1873	420	16689		SRR24759599	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4847	SemiBin_19	36.63	0.4	Neural Network (Specific Model)	11	0.899	3718	258.6882067851373	533208	0.36	619	143	7856		SRR24759599	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
4848	SemiBin_2	73.27	7.87	Neural Network (Specific Model)	11	0.858	7698	285.3552684699233	2467581	0.35	2477	386	26199		SRR24759599	checkm2 on collection 4828: Quality report	semibin-multi-sample-binning
